electricity_pricing,electricity_pricing_predicted_6h,electricity_pricing_predicted_12h,electricity_pricing_predicted_24h
0.07699,0.105,0.11806,0.1057
0.103,0.1057,0.1249,0.11822
0.12281,0.09935,0.125,0.1297
0.12444,0.09941,0.11342,0.134
0.11714,0.096,0.0925,0.1249
0.10855,0.1,0.08787,0.11822
0.105,0.11806,0.087,0.11198
0.1057,0.1249,0.08481,0.109
0.09935,0.125,0.08468,0.10335
0.09941,0.11342,0.08118,0.098
0.096,0.0925,0.08455,0.09755
0.1,0.08787,0.08787,0.098
0.11806,0.087,0.1057,0.11
0.1249,0.08481,0.11822,0.116
0.125,0.08468,0.1297,0.115
0.11342,0.08118,0.134,0.10225
0.0925,0.08455,0.1249,0.08523
0.08787,0.08787,0.11822,0.07499
0.087,0.1057,0.11198,0.06337
0.08481,0.11822,0.109,0.04622
0.08468,0.1297,0.10335,0.0312
0.08118,0.134,0.098,0.02685
0.08455,0.1249,0.09755,0.01956
0.08787,0.11822,0.098,0.0436
0.1057,0.11198,0.11,0.0702
0.11822,0.109,0.116,0.10441
0.1297,0.10335,0.115,0.11481
0.134,0.098,0.10225,0.1182
0.1249,0.09755,0.08523,0.11246
0.11822,0.098,0.07499,0.10914
0.11198,0.11,0.06337,0.11732
0.109,0.116,0.04622,0.11642
0.10335,0.115,0.0312,0.10335
0.098,0.10225,0.02685,0.10335
0.09755,0.08523,0.01956,0.10112
0.098,0.07499,0.0436,0.09934
0.11,0.06337,0.0702,0.104
0.116,0.04622,0.10441,0.10883
0.115,0.0312,0.11481,0.10468
0.10225,0.02685,0.1182,0.07795
0.08523,0.01956,0.11246,0.05152
0.07499,0.0436,0.10914,0.03412
0.06337,0.0702,0.11732,0.03755
0.04622,0.10441,0.11642,0.03755
0.0312,0.11481,0.10335,0.03755
0.02685,0.1182,0.10335,0.03755
0.01956,0.11246,0.10112,0.03412
0.0436,0.10914,0.09934,0.05024
0.0702,0.11732,0.104,0.08332
0.10441,0.11642,0.10883,0.11651
0.11481,0.10335,0.10468,0.13607
0.1182,0.10335,0.07795,0.14856
0.11246,0.10112,0.05152,0.12444
0.10914,0.09934,0.03412,0.12386
0.11732,0.104,0.03755,0.12086
0.11642,0.10883,0.03755,0.11714
0.10335,0.10468,0.03755,0.11432
0.10335,0.07795,0.03755,0.11
0.10112,0.05152,0.03412,0.1078
0.09934,0.03412,0.05024,0.10687
0.104,0.03755,0.08332,0.11011
0.10883,0.03755,0.11651,0.1133
0.10468,0.03755,0.13607,0.10804
0.07795,0.03755,0.14856,0.07887
0.05152,0.03412,0.12444,0.00829
0.03412,0.05024,0.12386,0.00044
0.03755,0.08332,0.12086,4e-05
0.03755,0.11651,0.11714,1e-05
0.03755,0.13607,0.11432,0.0
0.03755,0.14856,0.11,0.0
0.03412,0.12444,0.1078,0.0
0.05024,0.12386,0.10687,0.0
0.08332,0.12086,0.11011,0.00332
0.11651,0.11714,0.1133,0.07616
0.13607,0.11432,0.10804,0.10687
0.14856,0.11,0.07887,0.11722
0.12444,0.1078,0.00829,0.11642
0.12386,0.10687,0.00044,0.11011
0.12086,0.11011,4e-05,0.1157
0.11714,0.1133,1e-05,0.1103
0.11432,0.10804,0.0,0.10875
0.11,0.07887,0.0,0.10866
0.1078,0.00829,0.0,0.1002
0.10687,0.00044,0.0,0.10836
0.11011,4e-05,0.00332,0.11642
0.1133,1e-05,0.07616,0.12
0.10804,0.0,0.10687,0.12
0.07887,0.0,0.11722,0.1151
0.00829,0.0,0.11642,0.08087
0.00044,0.0,0.11011,0.08087
4e-05,0.00332,0.1157,0.08087
1e-05,0.07616,0.1103,0.05553
0.0,0.10687,0.10875,0.02
0.0,0.11722,0.10866,0.01956
0.0,0.11642,0.1002,0.00954
0.0,0.11011,0.10836,0.0405
0.00332,0.1157,0.11642,0.07194
0.07616,0.1103,0.12,0.1165
0.10687,0.10875,0.12,0.12156
0.11722,0.10866,0.1151,0.132
0.11642,0.1002,0.08087,0.1183
0.11011,0.10836,0.08087,0.10866
0.1157,0.11642,0.08087,0.11032
0.1103,0.12,0.05553,0.10383
0.10875,0.12,0.02,0.105
0.10866,0.1151,0.01956,0.10392
0.1002,0.08087,0.00954,0.09942
0.10836,0.08087,0.0405,0.10001
0.11642,0.08087,0.07194,0.10947
0.12,0.05553,0.1165,0.11264
0.12,0.02,0.12156,0.11459
0.1151,0.01956,0.132,0.1
0.08087,0.00954,0.1183,0.07287
0.08087,0.0405,0.10866,0.07287
0.08087,0.07194,0.11032,0.06747
0.05553,0.1165,0.10383,0.01956
0.02,0.12156,0.105,0.00631
0.01956,0.132,0.10392,0.06424
0.00954,0.1183,0.09942,0.00459
0.0405,0.10866,0.10001,0.02841
0.07194,0.11032,0.10947,0.0531
0.1165,0.10383,0.11264,0.09942
0.12156,0.105,0.11459,0.109
0.132,0.10392,0.1,0.11174
0.1183,0.09942,0.07287,0.1055
0.10866,0.10001,0.07287,0.09842
0.11032,0.10947,0.06747,0.08089
0.10383,0.11264,0.01956,0.07775
0.105,0.11459,0.00631,0.071
0.10392,0.1,0.06424,0.07977
0.09942,0.07287,0.00459,0.08484
0.10001,0.07287,0.02841,0.08984
0.10947,0.06747,0.0531,0.09763
0.11264,0.01956,0.09942,0.10298
0.11459,0.00631,0.109,0.1037
0.1,0.06424,0.11174,0.09444
0.07287,0.00459,0.1055,0.0701
0.07287,0.02841,0.09842,0.05199
0.06747,0.0531,0.08089,0.05024
0.01956,0.09942,0.07775,0.0477
0.00631,0.109,0.071,0.045
0.06424,0.11174,0.07977,0.02375
0.00459,0.1055,0.08484,0.015
0.02841,0.09842,0.08984,0.05024
0.0531,0.08089,0.09763,0.07616
0.09942,0.07775,0.10298,0.09995
0.109,0.071,0.1037,0.113
0.11174,0.07977,0.09444,0.11004
0.1055,0.08484,0.0701,0.10298
0.09842,0.08984,0.05199,0.10274
0.08089,0.09763,0.05024,0.10064
0.07775,0.10298,0.0477,0.09983
0.071,0.1037,0.045,0.0995
0.07977,0.09444,0.02375,0.095
0.08484,0.0701,0.015,0.09542
0.08984,0.05199,0.05024,0.09842
0.09763,0.05024,0.07616,0.10064
0.10298,0.0477,0.09995,0.11355
0.1037,0.045,0.113,0.11637
0.09444,0.02375,0.11004,0.10146
0.0701,0.015,0.10298,0.0736
0.05199,0.05024,0.10274,0.0521
0.05024,0.07616,0.10064,0.0443
0.0477,0.09995,0.09983,0.014
0.045,0.113,0.0995,0.0036
0.02375,0.11004,0.095,0.00332
0.015,0.10298,0.09542,0.00332
0.05024,0.10274,0.09842,0.0036
0.07616,0.10064,0.10064,0.05155
0.09995,0.09983,0.11355,0.08
0.113,0.0995,0.11637,0.10146
0.11004,0.095,0.10146,0.1005
0.10298,0.09542,0.0736,0.09353
0.10274,0.09842,0.0521,0.08735
0.10064,0.10064,0.0443,0.07889
0.09983,0.11355,0.014,0.07505
0.0995,0.11637,0.0036,0.07476
0.095,0.10146,0.00332,0.07476
0.09542,0.0736,0.00332,0.06752
0.09842,0.0521,0.0036,0.0622
0.10064,0.0443,0.05155,0.0765
0.11355,0.014,0.08,0.08974
0.11637,0.0036,0.10146,0.08523
0.10146,0.00332,0.1005,0.061
0.0736,0.00332,0.09353,0.00332
0.0521,0.0036,0.08735,0.0
0.0443,0.05155,0.07889,0.0
0.014,0.08,0.07505,0.0
0.0036,0.10146,0.07476,0.0
0.00332,0.1005,0.07476,1e-05
0.00332,0.09353,0.06752,1e-05
0.0036,0.08735,0.0622,0.00055
0.05155,0.07889,0.0765,0.002
0.08,0.07505,0.08974,0.06207
0.10146,0.07476,0.08523,0.08998
0.1005,0.07476,0.061,0.08529
0.09353,0.06752,0.00332,0.08001
0.08735,0.0622,0.0,0.0622
0.07889,0.0765,0.0,0.0552
0.07505,0.08974,0.0,0.054
0.07476,0.08523,0.0,0.04986
0.07476,0.061,1e-05,0.04598
0.06752,0.00332,1e-05,0.04908
0.0622,0.0,0.00055,0.04888
0.0765,0.0,0.002,0.05507
0.08974,0.0,0.06207,0.065
0.08523,0.0,0.08998,0.06886
0.061,1e-05,0.08529,0.05618
0.00332,1e-05,0.08001,0.01
0.0,0.00055,0.0622,0.00044
0.0,0.002,0.0552,0.00044
0.0,0.06207,0.054,0.00079
0.0,0.08998,0.04986,0.00044
1e-05,0.08529,0.04598,0.00044
1e-05,0.08001,0.04908,0.00044
0.00055,0.0622,0.04888,0.01125
0.002,0.0552,0.05507,0.0552
0.06207,0.054,0.065,0.08955
0.08998,0.04986,0.06886,0.10172
0.08529,0.04598,0.05618,0.10685
0.08001,0.04908,0.01,0.08799
0.0622,0.04888,0.00044,0.08098
0.0552,0.05507,0.00044,0.0617
0.054,0.065,0.00079,0.0605
0.04986,0.06886,0.00044,0.0553
0.04598,0.05618,0.00044,0.05405
0.04908,0.01,0.00044,0.05405
0.04888,0.00044,0.01125,0.05416
0.05507,0.00044,0.0552,0.05405
0.065,0.00079,0.08955,0.05405
0.06886,0.00044,0.10172,0.03248
0.05618,0.00044,0.10685,0.006
0.01,0.00044,0.08799,0.0
0.00044,0.01125,0.08098,0.0
0.00044,0.0552,0.0617,0.0
0.00079,0.08955,0.0605,0.0
0.00044,0.10172,0.0553,0.0
0.00044,0.10685,0.05405,0.0
0.00044,0.08799,0.05405,0.0
0.01125,0.08098,0.05416,0.0
0.0552,0.0617,0.05405,0.00044
0.08955,0.0605,0.05405,0.04985
0.10172,0.0553,0.03248,0.06508
0.10685,0.05405,0.006,0.06439
0.08799,0.05405,0.0,0.06074
0.08098,0.05416,0.0,0.05491
0.0617,0.05405,0.0,0.03
0.0605,0.05405,0.0,0.01303
0.0553,0.03248,0.0,0.015
0.05405,0.006,0.0,0.01185
0.05405,0.0,0.0,0.006
0.05416,0.0,0.0,0.01015
0.05405,0.0,0.00044,0.0411
0.05405,0.0,0.04985,0.06
0.03248,0.0,0.06508,0.06
0.006,0.0,0.06439,0.0451
0.0,0.0,0.06074,0.00332
0.0,0.0,0.05491,0.0
0.0,0.00044,0.03,0.0
0.0,0.04985,0.01303,0.0
0.0,0.06508,0.015,0.0
0.0,0.06439,0.01185,0.0001
0.0,0.06074,0.006,0.0002
0.0,0.05491,0.01015,0.0019
0.00044,0.03,0.0411,0.02968
0.04985,0.01303,0.06,0.06098
0.06508,0.015,0.06,0.0884
0.06439,0.01185,0.0451,0.08182
0.06074,0.006,0.00332,0.05592
0.05491,0.01015,0.0,0.04006
0.03,0.0411,0.0,0.0263
0.01303,0.06,0.0,0.01218
0.015,0.06,0.0,0.00699
0.01185,0.0451,0.0001,0.00924
0.006,0.00332,0.0002,0.00515
0.01015,0.0,0.0019,0.005
0.0411,0.0,0.02968,0.03388
0.06,0.0,0.06098,0.04971
0.06,0.0,0.0884,0.05334
0.0451,0.0001,0.08182,0.03399
0.00332,0.0002,0.05592,0.00044
0.0,0.0019,0.04006,0.0
0.0,0.02968,0.0263,0.0
0.0,0.06098,0.01218,0.0
0.0,0.0884,0.00699,0.0
0.0001,0.08182,0.00924,0.00029
0.0002,0.05592,0.00515,0.00029
0.0019,0.04006,0.005,0.003
0.02968,0.0263,0.03388,0.03226
0.06098,0.01218,0.04971,0.05076
0.0884,0.00699,0.05334,0.09352
0.08182,0.00924,0.03399,0.08523
0.05592,0.00515,0.00044,0.06074
0.04006,0.005,0.0,0.055
0.0263,0.03388,0.0,0.07059
0.01218,0.04971,0.0,0.081
0.00699,0.05334,0.0,0.08122
0.00924,0.03399,0.00029,0.08122
0.00515,0.00044,0.00029,0.08244
0.005,0.0,0.003,0.08801
0.03388,0.0,0.03226,0.09922
0.04971,0.0,0.05076,0.11322
0.05334,0.0,0.09352,0.123
0.03399,0.00029,0.08523,0.10865
0.00044,0.00029,0.06074,0.08574
0.0,0.003,0.055,0.06582
0.0,0.03226,0.07059,0.06
0.0,0.05076,0.081,0.06
0.0,0.09352,0.08122,0.05761
0.00029,0.08523,0.08122,0.05647
0.00029,0.06074,0.08244,0.061
0.003,0.055,0.08801,0.0855
0.03226,0.07059,0.09922,0.088
0.05076,0.081,0.11322,0.12001
0.09352,0.08122,0.123,0.14302
0.08523,0.08122,0.10865,0.14826
0.06074,0.08244,0.08574,0.11224
0.055,0.08801,0.06582,0.10985
0.07059,0.09922,0.06,0.10067
0.081,0.11322,0.06,0.09789
0.08122,0.123,0.05761,0.09802
0.08122,0.10865,0.05647,0.09842
0.08244,0.08574,0.061,0.10067
0.08801,0.06582,0.0855,0.093
0.09922,0.06,0.088,0.10642
0.11322,0.06,0.12001,0.11823
0.123,0.05761,0.14302,0.12085
0.10865,0.05647,0.14826,0.1147
0.08574,0.061,0.11224,0.09794
0.06582,0.0855,0.10985,0.09789
0.06,0.088,0.10067,0.09733
0.06,0.12001,0.09789,0.0955
0.05761,0.14302,0.09802,0.095
0.05647,0.14826,0.09842,0.088
0.061,0.11224,0.10067,0.0954
0.0855,0.10985,0.093,0.0955
0.088,0.10067,0.10642,0.102
0.12001,0.09789,0.11823,0.11944
0.14302,0.09802,0.12085,0.1465
0.14826,0.09842,0.1147,0.15501
0.11224,0.10067,0.09794,0.12069
0.10985,0.093,0.09789,0.11246
0.10067,0.10642,0.09733,0.11531
0.09789,0.11823,0.0955,0.1089
0.09802,0.12085,0.095,0.10461
0.09842,0.1147,0.088,0.10461
0.10067,0.09794,0.0954,0.10662
0.093,0.09789,0.0955,0.1079
0.10642,0.09733,0.102,0.1116
0.11823,0.0955,0.11944,0.1249
0.12085,0.095,0.1465,0.1249
0.1147,0.088,0.15501,0.11492
0.09794,0.0954,0.12069,0.11598
0.09789,0.0955,0.11246,0.10662
0.09733,0.102,0.11531,0.087
0.0955,0.11944,0.1089,0.08134
0.095,0.1465,0.10461,0.07784
0.088,0.15501,0.10461,0.07285
0.0954,0.12069,0.10662,0.0771
0.0955,0.11246,0.1079,0.0855
0.102,0.11531,0.1116,0.10662
0.11944,0.1089,0.1249,0.113
0.1465,0.10461,0.1249,0.14573
0.15501,0.10461,0.11492,0.14697
0.12069,0.10662,0.11598,0.125
0.11246,0.1079,0.10662,0.11872
0.11531,0.1116,0.087,0.10464
0.1089,0.1249,0.08134,0.10028
0.10461,0.1249,0.07784,0.09802
0.10461,0.11492,0.07285,0.10255
0.10662,0.11598,0.0771,0.10007
0.1079,0.10662,0.0855,0.10028
0.1116,0.087,0.10662,0.0949
0.1249,0.08134,0.113,0.0959
0.1249,0.07784,0.14573,0.10007
0.11492,0.07285,0.14697,0.10087
0.11598,0.0771,0.125,0.09501
0.10662,0.0855,0.11872,0.07429
0.087,0.10662,0.10464,0.0647
0.08134,0.113,0.10028,0.05024
0.07784,0.14573,0.09802,0.03
0.07285,0.14697,0.10255,0.00332
0.0771,0.125,0.10007,0.02022
0.0855,0.11872,0.10028,0.04977
0.10662,0.10464,0.0949,0.075
0.113,0.10028,0.0959,0.10867
0.14573,0.09802,0.10007,0.11731
0.14697,0.10255,0.10087,0.13302
0.125,0.10007,0.09501,0.11514
0.11872,0.10028,0.07429,0.115
0.10464,0.0949,0.0647,0.09998
0.10028,0.0959,0.05024,0.09558
0.09802,0.10007,0.03,0.09555
0.10255,0.10087,0.00332,0.09584
0.10007,0.09501,0.02022,0.0939
0.10028,0.07429,0.04977,0.0979
0.0949,0.0647,0.075,0.10255
0.0959,0.05024,0.10867,0.10298
0.10007,0.03,0.11731,0.09631
0.10087,0.00332,0.13302,0.09063
0.09501,0.02022,0.11514,0.05024
0.07429,0.04977,0.115,0.01187
0.0647,0.075,0.09998,0.01168
0.05024,0.10867,0.09558,0.00079
0.03,0.11731,0.09555,0.00015
0.00332,0.13302,0.09584,0.002
0.02022,0.11514,0.0939,0.002
0.04977,0.115,0.0979,0.02845
0.075,0.09998,0.10255,0.07
0.10867,0.09558,0.10298,0.10269
0.11731,0.09555,0.09631,0.11022
0.13302,0.09584,0.09063,0.11453
0.11514,0.0939,0.05024,0.10274
0.115,0.0979,0.01187,0.09998
0.09998,0.10255,0.01168,0.10255
0.09558,0.10298,0.00079,0.09558
0.09555,0.09631,0.00015,0.09
0.09584,0.09063,0.002,0.09317
0.0939,0.05024,0.002,0.09388
0.0979,0.01187,0.02845,0.09558
0.10255,0.01168,0.07,0.0964
0.10298,0.00079,0.10269,0.11526
0.09631,0.00015,0.11022,0.12001
0.09063,0.002,0.11453,0.1017
0.05024,0.002,0.10274,0.085
0.01187,0.02845,0.09998,0.06829
0.01168,0.07,0.10255,0.06787
0.00079,0.10269,0.09558,0.05024
0.00015,0.11022,0.09,0.0399
0.002,0.11453,0.09317,0.0205
0.002,0.10274,0.09388,0.04065
0.02845,0.09998,0.09558,0.06787
0.07,0.10255,0.0964,0.09558
0.10269,0.09558,0.11526,0.11605
0.11022,0.09,0.12001,0.15501
0.11453,0.09317,0.1017,0.15766
0.10274,0.09388,0.085,0.11255
0.09998,0.09558,0.06829,0.10508
0.10255,0.0964,0.06787,0.09552
0.09558,0.11526,0.05024,0.095
0.09,0.12001,0.0399,0.0945
0.09317,0.1017,0.0205,0.09384
0.09388,0.085,0.04065,0.09384
0.09558,0.06829,0.06787,0.09384
0.0964,0.06787,0.09558,0.10774
0.11526,0.05024,0.11605,0.1201
0.12001,0.0399,0.15501,0.12767
0.1017,0.0205,0.15766,0.1179
0.085,0.04065,0.11255,0.09408
0.06829,0.06787,0.10508,0.07949
0.06787,0.09558,0.09552,0.06496
0.05024,0.11605,0.095,0.05977
0.0399,0.15501,0.0945,0.05731
0.0205,0.15766,0.09384,0.05955
0.04065,0.11255,0.09384,0.0602
0.06787,0.10508,0.09384,0.08244
0.09558,0.09552,0.10774,0.08365
0.11605,0.095,0.1201,0.12476
0.15501,0.0945,0.12767,0.14
0.15766,0.09384,0.1179,0.13844
0.11255,0.09384,0.09408,0.11255
0.10508,0.09384,0.07949,0.10234
0.09552,0.10774,0.06496,0.0924
0.095,0.1201,0.05977,0.07549
0.0945,0.12767,0.05731,0.07308
0.09384,0.1179,0.05955,0.07272
0.09384,0.09408,0.0602,0.0608
0.09384,0.07949,0.08244,0.0607
0.10774,0.06496,0.08365,0.0607
0.1201,0.05977,0.12476,0.08424
0.12767,0.05731,0.14,0.08809
0.1179,0.05955,0.13844,0.07076
0.09408,0.0602,0.11255,0.0615
0.07949,0.08244,0.10234,0.0521
0.06496,0.08365,0.0924,0.04
0.05977,0.12476,0.07549,0.03427
0.05731,0.14,0.07308,0.03623
0.05955,0.13844,0.07272,0.015
0.0602,0.11255,0.0608,0.014
0.08244,0.10234,0.0607,0.03423
0.08365,0.0924,0.0607,0.04191
0.12476,0.07549,0.08424,0.0608
0.14,0.07308,0.08809,0.074
0.13844,0.07272,0.07076,0.07308
0.11255,0.0608,0.0615,0.0573
0.10234,0.0607,0.0521,0.04
0.0924,0.0607,0.04,0.0203
0.07549,0.08424,0.03427,0.00699
0.07308,0.08809,0.03623,0.01029
0.07272,0.07076,0.015,0.00492
0.0608,0.0615,0.014,0.00332
0.0607,0.0521,0.03423,0.00733
0.0607,0.04,0.04191,0.03383
0.08424,0.03427,0.0608,0.05827
0.08809,0.03623,0.074,0.065
0.07076,0.015,0.07308,0.05352
0.0615,0.014,0.0573,0.0036
0.0521,0.03423,0.04,0.00046
0.04,0.04191,0.0203,0.0
0.03427,0.0608,0.00699,0.0
0.03623,0.074,0.01029,0.0
0.015,0.07308,0.00492,0.0
0.014,0.0573,0.00332,0.0
0.03423,0.04,0.00733,0.0024
0.04191,0.0203,0.03383,0.01199
0.0608,0.00699,0.05827,0.05523
0.074,0.01029,0.065,0.0655
0.07308,0.00492,0.05352,0.0725
0.0573,0.00332,0.0036,0.0549
0.04,0.00733,0.00046,0.0499
0.0203,0.03383,0.0,0.04039
0.00699,0.05827,0.0,0.03071
0.01029,0.065,0.0,0.03071
0.00492,0.05352,0.0,0.03071
0.00332,0.0036,0.0,0.00332
0.00733,0.00046,0.0024,0.00332
0.03383,0.0,0.01199,0.00514
0.05827,0.0,0.05523,0.045
0.065,0.0,0.0655,0.0521
0.05352,0.0,0.0725,0.01008
0.0036,0.0,0.0549,0.00044
0.00046,0.0024,0.0499,0.0
0.0,0.01199,0.04039,0.0
0.0,0.05523,0.03071,0.0
0.0,0.0655,0.03071,0.0
0.0,0.0725,0.03071,0.0
0.0,0.0549,0.00332,0.0
0.0024,0.0499,0.00332,0.00044
0.01199,0.04039,0.00514,0.03421
0.05523,0.03071,0.045,0.06985
0.0655,0.03071,0.0521,0.09807
0.0725,0.03071,0.01008,0.10983
0.0549,0.00332,0.00044,0.087
0.0499,0.00332,0.0,0.079
0.04039,0.00514,0.0,0.08604
0.03071,0.045,0.0,0.0751
0.03071,0.0521,0.0,0.054
0.03071,0.01008,0.0,0.049
0.00332,0.00044,0.0,0.045
0.00332,0.0,0.00044,0.04377
0.00514,0.0,0.03421,0.045
0.045,0.0,0.06985,0.05418
0.0521,0.0,0.09807,0.05
0.01008,0.0,0.10983,0.02417
0.00044,0.0,0.087,0.0036
0.0,0.00044,0.079,0.0
0.0,0.03421,0.08604,0.0
0.0,0.06985,0.0751,0.0
0.0,0.09807,0.054,0.0
0.0,0.10983,0.049,1e-05
0.0,0.087,0.045,0.0
0.00044,0.079,0.04377,0.00044
0.03421,0.08604,0.045,0.05024
0.06985,0.0751,0.05418,0.11123
0.09807,0.054,0.05,0.11429
0.10983,0.049,0.02417,0.12011
0.087,0.045,0.0036,0.106
0.079,0.04377,0.0,0.09125
0.08604,0.045,0.0,0.08499
0.0751,0.05418,0.0,0.07949
0.054,0.05,0.0,0.0749
0.049,0.02417,1e-05,0.05836
0.045,0.0036,0.0,0.0492
0.04377,0.0,0.00044,0.0492
0.045,0.0,0.05024,0.055
0.05418,0.0,0.11123,0.06066
0.05,0.0,0.11429,0.05794
0.02417,1e-05,0.12011,0.0199
0.0036,0.0,0.106,0.0
0.0,0.00044,0.09125,0.0
0.0,0.05024,0.08499,0.00013
0.0,0.11123,0.07949,0.00025
0.0,0.11429,0.0749,0.0
1e-05,0.12011,0.05836,0.0
0.0,0.106,0.0492,0.0
0.00044,0.09125,0.0492,0.0
0.05024,0.08499,0.055,0.0086
0.11123,0.07949,0.06066,0.07234
0.11429,0.0749,0.05794,0.095
0.12011,0.05836,0.0199,0.10189
0.106,0.0492,0.0,0.09598
0.09125,0.0492,0.0,0.08499
0.08499,0.055,0.00013,0.08035
0.07949,0.06066,0.00025,0.083
0.0749,0.05794,0.0,0.0944
0.05836,0.0199,0.0,0.088
0.0492,0.0,0.0,0.085
0.0492,0.0,0.0,0.09598
0.055,0.00013,0.0086,0.106
0.06066,0.00025,0.07234,0.14194
0.05794,0.0,0.095,0.1601
0.0199,0.0,0.10189,0.106
0.0,0.0,0.09598,0.06914
0.0,0.0,0.08499,0.04777
0.00013,0.0086,0.08035,0.05298
0.00025,0.07234,0.083,0.05298
0.0,0.095,0.0944,0.0176
0.0,0.10189,0.088,0.00806
0.0,0.09598,0.085,0.05298
0.0,0.08499,0.09598,0.05298
0.0086,0.08035,0.106,0.09574
0.07234,0.083,0.14194,0.11972
0.095,0.0944,0.1601,0.17621
0.10189,0.088,0.106,0.1745
0.09598,0.085,0.06914,0.12444
0.08499,0.09598,0.04777,0.12545
0.08035,0.106,0.05298,0.104
0.083,0.14194,0.05298,0.09768
0.0944,0.1601,0.0176,0.09768
0.088,0.106,0.00806,0.09486
0.085,0.06914,0.05298,0.08401
0.09598,0.04777,0.05298,0.08035
0.106,0.05298,0.09574,0.08813
0.14194,0.05298,0.11972,0.11704
0.1601,0.0176,0.17621,0.12381
0.106,0.00806,0.1745,0.1
0.06914,0.05298,0.12444,0.09954
0.04777,0.05298,0.12545,0.07949
0.05298,0.09574,0.104,0.05848
0.05298,0.11972,0.09768,0.05773
0.0176,0.17621,0.09768,0.05628
0.00806,0.1745,0.09486,0.05798
0.05298,0.12444,0.08401,0.05773
0.05298,0.12545,0.08035,0.07614
0.09574,0.104,0.08813,0.10357
0.11972,0.09768,0.11704,0.14344
0.17621,0.09768,0.12381,0.17381
0.1745,0.09486,0.1,0.16598
0.12444,0.08401,0.09954,0.12545
0.12545,0.08035,0.07949,0.1106
0.104,0.08813,0.05848,0.09802
0.09768,0.11704,0.05773,0.099
0.09768,0.12381,0.05628,0.09802
0.09486,0.1,0.05798,0.08866
0.08401,0.09954,0.05773,0.08643
0.08035,0.07949,0.07614,0.08159
0.08813,0.05848,0.10357,0.1016
0.11704,0.05773,0.14344,0.11948
0.12381,0.05628,0.17381,0.12424
0.1,0.05798,0.16598,0.10925
0.09954,0.05773,0.12545,0.09022
0.07949,0.07614,0.1106,0.08866
0.05848,0.10357,0.09802,0.08726
0.05773,0.14344,0.099,0.07838
0.05628,0.17381,0.09802,0.065
0.05798,0.16598,0.08866,0.065
0.05773,0.12545,0.08643,0.0715
0.07614,0.1106,0.08159,0.07944
0.10357,0.09802,0.1016,0.10184
0.14344,0.099,0.11948,0.11686
0.17381,0.09802,0.12424,0.11725
0.16598,0.08866,0.10925,0.1
0.12545,0.08643,0.09022,0.09355
0.1106,0.08159,0.08866,0.085
0.09802,0.1016,0.08726,0.05936
0.099,0.11948,0.07838,0.04
0.09802,0.12424,0.065,0.04
0.08866,0.10925,0.065,0.0178
0.08643,0.09022,0.0715,0.008
0.08159,0.08866,0.07944,0.03257
0.1016,0.08726,0.10184,0.05717
0.11948,0.07838,0.11686,0.07763
0.12424,0.065,0.11725,0.08674
0.10925,0.065,0.1,0.07461
0.09022,0.0715,0.09355,0.0688
0.08866,0.07944,0.085,0.06838
0.08726,0.10184,0.05936,0.07461
0.07838,0.11686,0.04,0.05508
0.065,0.11725,0.04,0.0512
0.065,0.1,0.0178,0.0544
0.0715,0.09355,0.008,0.05274
0.07944,0.085,0.03257,0.07163
0.10184,0.05936,0.05717,0.07461
0.11686,0.04,0.07763,0.10952
0.11725,0.04,0.08674,0.125
0.1,0.0178,0.07461,0.12698
0.09355,0.008,0.0688,0.09999
0.085,0.03257,0.06838,0.09188
0.05936,0.05717,0.07461,0.099
0.04,0.07763,0.05508,0.1002
0.04,0.08674,0.0512,0.09802
0.0178,0.07461,0.0544,0.0948
0.008,0.0688,0.05274,0.10268
0.03257,0.06838,0.07163,0.09954
0.05717,0.07461,0.07461,0.103
0.07763,0.05508,0.10952,0.12779
0.08674,0.0512,0.125,0.14137
0.07461,0.0544,0.12698,0.11657
0.0688,0.05274,0.09999,0.10011
0.06838,0.07163,0.09188,0.07639
0.07461,0.07461,0.099,0.0602
0.05508,0.10952,0.1002,0.0593
0.0512,0.125,0.09802,0.05
0.0544,0.12698,0.0948,0.0491
0.05274,0.09999,0.10268,0.05788
0.07163,0.09188,0.09954,0.07742
0.07461,0.099,0.103,0.1002
0.10952,0.1002,0.12779,0.13724
0.125,0.09802,0.14137,0.14603
0.12698,0.0948,0.11657,0.14641
0.09999,0.10268,0.10011,0.11717
0.09188,0.09954,0.07639,0.115
0.099,0.103,0.0602,0.0931
0.1002,0.12779,0.0593,0.08598
0.09802,0.14137,0.05,0.0855
0.0948,0.11657,0.0491,0.0855
0.10268,0.10011,0.05788,0.08247
0.09954,0.07639,0.07742,0.07982
0.103,0.0602,0.1002,0.0862
0.12779,0.0593,0.13724,0.1004
0.14137,0.05,0.14603,0.10938
0.11657,0.0491,0.14641,0.08902
0.10011,0.05788,0.11717,0.057
0.07639,0.07742,0.115,0.03999
0.0602,0.1002,0.0931,0.002
0.0593,0.13724,0.08598,1e-05
0.05,0.14603,0.0855,0.0
0.0491,0.14641,0.0855,0.0
0.05788,0.11717,0.08247,0.0
0.07742,0.115,0.07982,0.00044
0.1002,0.0931,0.0862,0.045
0.13724,0.08598,0.1004,0.08523
0.14603,0.0855,0.10938,0.09518
0.14641,0.0855,0.08902,0.08247
0.11717,0.08247,0.057,0.0778
0.115,0.07982,0.03999,0.067
0.0931,0.0862,0.002,0.0474
